type	drugbank_id	name	cal_logp	cal_logs	cal_water_solubility	cal_molecular_weight	cal_polar_surface_area	cal_refractivity	cal_polarizability	cal_rotatable_bond_count	cal_h_bond_acceptor_count	cal_h_bond_donor_count	cal_pka_acidic	cal_pka_basic	cal_physiological_charge	cal_number_of_rings	cal_bioavailability	cal_rule_of_five	exp_molecular_weight	exp_logp	exp_pka	half_life
small molecule	DB02661	Adenosine-5'-Diphosphate-2',3'-Vanadate	-0.82	-2.2	2.91e+00 g/l	508.1255	244.74	85.4	37.95	6	12	4	1.77	4.99	-2	4	0					
small molecule	DB02662	Novo Nordisk a/S Compound	1.58	-3.3	1.66e-01 g/l	335.0521	103.7	63.33	24.26	3	5	3	1.47	-6.9	-2	1	1	true				
small molecule	DB02663	2-Amino-4-(Hydroxymethyl-Phosphinyl)Butanoic Acid	-2.5	-0.59	4.63e+01 g/l	181.1268	100.62	39.66	16.03	4	5	3	1.86	9.53	-1	0	1	true				
small molecule	DB02664	1-Butane Boronic Acid	0.68	0.09	1.26e+02 g/l	101.94	40.46	24.71	12.21	3	2	2			0	0	1	true				
small molecule	DB02665	Trans-2-Phenylcyclopropylamine	-1.6	-4.2	1.04e-02 g/l	134.1983	27.64	52.99	15.83	1	0	1		9.62	1	2	1	true				
small molecule	DB02666	(C8-R)-Hydantocidin 5'-Phosphate	-2.2	-1.7	1.00e+01 g/l	459.2998	246.86	89.7	39.11	10	13	8	1.22	-2.8	-3	2	0					
small molecule	DB02667	Factor IIIm	0.38	-5.9	1.72e-03 g/l	1330.3127	435.01	335.56	137.91	27	14	9	1.85	5.82	3	11	0					
small molecule	DB02668	Je-2147, Ag1776, Kni-764	3.64	-5.5	2.05e-03 g/l	575.718	118.97	161.34	62.16	9	5	4	9.28	-0.54	0	4	1					
small molecule	DB02669	RB106	2.96	-4.6	1.05e-02 g/l	412.502	86.71	111.66	43.13	7	4	3	3.83	-4	-1	3	1	true				
small molecule	DB02670	4-Deoxy-Alpha-D-Glucose	-2.5	0.79	1.02e+03 g/l	164.1565	90.15	34.83	15.65	1	5	4	11.33	-2.9	0	1	1	true				
small molecule	DB02671	1-Methylimidazole	-1.5	-1.7	2.26e+00 g/l	83.1118	19.07	23.96	9	0	0	1		6.82	0	1	1	true		-0.06	6.95 (at 25 °C)	
small molecule	DB02673	(4ar,6s,8ar)-11-[8-(1,3-Dioxo-1,3-Dihydro-2h-Isoindol-2-Yl)Octyl]-6-Hydroxy-3-Methoxy-5,6,9,10-Tetrahydro-4ah-[1]Benzofuro[3a,3,2-Ef][2]Benzazepin-11-Ium	1.37	-6.8	9.86e-05 g/l	529.6466	79.08	163.57	60.36	10	5	1	14.81	-2.9	1	6	1					
small molecule	DB02674	4-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Butyricacid	-0.23	-2	2.22e+00 g/l	230.284	78.43	55.45	22.64	4	3	3	4.33	-1.9	-1	2	1	true				
small molecule	DB02675	(4-Hydroxymaltosephenyl)Glycine	-2.5	-1.2	3.17e+01 g/l	491.4432	241.85	106.9	46.49	8	14	9	1.38	8.83	0	3	0					
small molecule	DB02676	2-[3-(2-Hydroxy-1,1-Dihydroxymethyl-Ethylamino)-Propylamino]-2-Hydroxymethyl-Propane-1,3-Diol	-2.1	-1.3	1.42e+01 g/l	282.3339	145.44	69.16	29.96	12	8	8	13.86	9.28	2	0	0					
small molecule	DB02677	D-Naphthyl-1-Acetamido Boronic Acid Alanine	-1.4	-4	3.74e-02 g/l	361.177	142.11	89.69	37.07	8	7	5	1.89	8.34	-1	2	1	true				
small molecule	DB02678	2-Deoxy-2-Aminogalactose	-2.7	0.49	5.51e+02 g/l	179.1711	116.17	37.58	16.88	1	6	5	11.73	8.23	1	1	1	true				
small molecule	DB02679	Cyanamide	-0.86	-0.19	2.74e+01 g/l	42.04	49.81	10.88	3.68	0	2	1	10.87		0	0	1	true		-0.82	1.03 (at 25 °C)	
small molecule	DB02680	Dinitrophenylene	1.7	-3.1	1.47e-01 g/l	168.107	91.64	40.71	13.59	2	4	0			0	1	1	true				
small molecule	DB02681	Meta Vanadate	-5.5			660.5791	313.67	50.57	33.91	10	15	0	10.44	-7.2	2	0	0					
small molecule	DB02682	2-Deamino-6-Deoxy-6thiophosphite-5'-Phosphate Guanosine	-1.3	-2.2	2.78e+00 g/l	445.259	218.83	86.2	36.51	6	11	7	0.88	4.68	-4	3	0					
small molecule	DB02683	Inhibitor Bea428	2.9	-5.1	6.24e-03 g/l	768.8977	201.1	208.85	84.36	19	10	6	11.62	5.03	0	4	0					
small molecule	DB02684	5'-O-(N-(L-Cysteinyl)-Sulfamoyl)Adenosine	-1.3	-2.2	2.52e+00 g/l	449.463	217.8	99.87	40.82	6	12	6	2.72	6.48	-1	3	0					
small molecule	DB02685	3-Methylphenylalanine	-1.3	-1.9	1.99e+00 g/l	179.2157	63.32	50.16	19.34	3	3	2	2.58	9.45	0	1	1	true				
small molecule	DB02686	Undecyl-Beta-D-Maltopyranoside	1.02	-2.1	3.84e+00 g/l	496.5889	178.53	119.17	55.04	15	11	7	11.94	-3	0	2	0					
small molecule	DB02688	2,3-Didehydroalanine	-0.13	0.43	2.33e+02 g/l	87.0773	63.32	20.92	7.72	1	3	2	2.58	8.64	0	0	1	true				
small molecule	DB02689	S-{2-[Amino(Dihydroxy)-Lambda~4~-Sulfanyl]Ethyl}-D-Cysteine	-2.9	-1.7	4.45e+00 g/l	230.306	129.8	52.73	22.83	6	6	5	1.87	9.98	1	0	1	true				
small molecule	DB02690	NU1025	0.48	-2.2	1.04e+00 g/l	176.172	61.69	49.37	17.33	0	3	2	7.65	1.72	0	2	1	true				
small molecule	DB02691	N-Cholylglycine	1.7	-4.3	2.48e-02 g/l	465.6227	127.09	123.59	52.78	6	6	5	3.77	-0.04	-1	4	1	true		1.65		
small molecule	DB02692	(6r,1'r,2's)-5,6,7,8 Tetrahydrobiopterin	-1.8	-2.1	2.03e+00 g/l	241.2471	132	68.63	23.72	2	7	6	11.12	4.61	0	2	1					
small molecule	DB02693	(4s,5s)-1,2-Dithiane-4,5-Diol	-0.44	-0.33	7.05e+01 g/l	152.235	40.46	37.27	14.2	0	2	2	13.48	-3.3	0	1	1	true				
small molecule	DB02694	Pantoyl Adenylate	-1.8	-2.2	2.93e+00 g/l	477.363	232.6	104.58	42.99	9	12	6	0.77	4.99	-1	3	0					
small molecule	DB02695	O1-Pentyl-Mannose	-0.43	-0.35	1.12e+02 g/l	250.2888	99.38	59.15	26.68	6	6	4	12.21	-3	0	1	1	true				
small molecule	DB02696	6-Aminohexyl-Uridine-C1,5'-Diphosphate	-0.58	-1.9	6.51e+00 g/l	503.3353	227.41	105.46	44.32	13	10	6	1.87	10.32	-1	2	0					
small molecule	DB02697	Hydroxyaminovaline	-0.85	0.13	1.79e+02 g/l	132.161	75.35	33.08	13.51	2	3	3	8.93	7.94	1	0	1	true				
small molecule	DB02698	N-(M-Trifluoromethylphenyl) Phenoxazine-4,6-Dicarboxylic Acid	4.04	-4.7	8.17e-03 g/l	415.3189	87.07	99.89	37.3	4	5	2	3.95	-9.5	-2	4	1					
small molecule	DB02699	4-Oxoretinol	5.31	-4.4	1.21e-02 g/l	300.4351	37.3	98.62	36.69	5	2	1	16.44	-2.2	0	1	1	true				
small molecule	DB02700	3-Deoxy-D-Glucosamine	-2.3	0.72	8.49e+02 g/l	163.1717	95.94	36.48	15.97	1	5	4	11.84	8.74	1	1	1	true				
small molecule	DB02701	Nicotinamide	-0.45	-0.39	5.01e+01 g/l	122.1246	55.98	32.98	11.71	1	2	1	13.39	3.63	0	1	1	true		-0.37	3.35 (at 20 °C)	
small molecule	DB02702	XV638	4.43	-5.6	1.90e-03 g/l	758.908	147.99	210.42	78.12	12	7	4	9.15	0.2	0	7	0					
small molecule	DB02703	Fusidic Acid	4.97	-5	5.21e-03 g/l	516.7092	104.06	144.12	59.77	6	5	3	4.66	-0.2	-1	4	1				5.35	Approximately 5 to 6 hours in adults.
small molecule	DB02704	(2r,3r,4r,5r)-3,4-Dihydroxy-N,N'-Bis[(1s,2r)-2-Hydroxy-2,3-Dihydro-1h-Inden-1-Yl]-2,5-Bis(2-Phenylethyl)Hexanediamide	3.31	-5	6.21e-03 g/l	648.7872	139.12	183.75	71.67	13	6	6	12.66	-0.75	0	6	0					
small molecule	DB02705	6-[N-(1-Isopropyl-1,2,3,4-Tetrahydro-7-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine	2.68	-5	3.61e-03 g/l	386.4894	91	129.69	44.91	4	4	4	12.05	11.21	2	4	1	true				
small molecule	DB02706	Mercaptocarboxylate Inhibitor	2.26	-4.3	2.20e-02 g/l	429.516	110.33	124.74	42.62	9	7	2	2.07	-1.1	-1	3	1	true				
small molecule	DB02707	Pentyl Trihydrogen Diphosphate	0.57	-1.4	9.04e+00 g/l	248.108	113.29	48.48	20.13	7	5	3	1.78		-2	0	1	true				
small molecule	DB02709	Resveratrol	2.57	-3.5	6.88e-02 g/l	228.2433	60.69	67.46	24.55	2	3	3	8.99	-5.7	0	2	1	true				
small molecule	DB02710	2,3,-Dihydroxybenzoylserine	0.33	-1.6	5.76e+00 g/l	241.1974	127.09	56.12	22.06	4	6	5	2.98	-2	-1	1	1	true				
small molecule	DB02711	4-{2,6,8-Trioxo-9-[(2s,3r,4r)-2,3,4,5-Tetrahydroxypentyl]-1,2,3,6,8,9-Hexahydro-7h-Purin-7-Yl}Butyl Dihydrogen Phosphate	-1.4	-2.1	3.41e+00 g/l	454.3264	229.43	106.28	41.03	11	10	8	1.81	-3	-2	2	0					
small molecule	DB02712	Sorbinil	0.59	-1.9	2.63e+00 g/l	236.1992	67.43	54.94	20.85	0	3	2	9.15	-4.9	0	3	1	true		0.78		
small molecule	DB02713	Acetylamino-Acetic Acid	-0.89	-0.36	5.13e+01 g/l	117.1033	66.4	25.45	10.69	2	3	2	3.77	-1.6	-1	0	1	true				
small molecule	DB02714	3'-Uridinemonophosphate	-1.8	-1.4	1.29e+01 g/l	324.1813	165.86	63.44	26.16	4	8	5	0.87	-3	-2	2	1	true				
small molecule	DB02715	Compound 18	5.69	-5.4	1.78e-03 g/l	463.588	62.16	132.46	51.15	6	5	2	9.55	9	1	5	1					
small molecule	DB02716	7-Methyl-Guanosine-5'-Triphosphate	-0.93	-1.9	8.02e+00 g/l	538.2149	285.8	102.43	41.84	8	13	8	0.89	3.51	-2	3	0					
small molecule	DB02717	Cellotetraose	-2.6	-0.26	3.72e+02 g/l	682.5771	368.06	135.51	62.77	10	22	15	10.19	-3.7	0	4	0					
small molecule	DB02718	5-Formyl-6-Hydrofolic Acid	-1.2	-3.6	1.05e-01 g/l	471.4234	215.88	125.93	45.29	9	12	6	3.36	5.01	-2	3	0					
small molecule	DB02719	C-(1-Hydrogyl-Beta-D-Glucopyranosyl) Formamide	-2.8	0.19	3.43e+02 g/l	223.1806	153.47	44.09	19.31	2	7	6	9.14	-3	0	1	1					
small molecule	DB02720	Alpha-D-Glucopyranosyl-2-Carboxylic Acid Amide	-3	0.27	3.86e+02 g/l	207.1812	133.24	42.55	18.76	2	6	5	12.52	-3	0	1	1	true				
small molecule	DB02721	4-Iodopyrazole	0.94	-1.2	1.18e+01 g/l	192.9659	25.78	32.78	11.27	0	2	0		1.73	0	1	1	true		1.70		
small molecule	DB02722	4-O-Methyl-Beta-D-Glucuronic Acid	-2.2	0.21	3.34e+02 g/l	208.166	116.45	40.54	18.32	2	7	4	3.34	-3.7	-1	1	1	true				
small molecule	DB02723	4-Oxo-2-Phenylmethanesulfonyl-Octahydro-Pyrrolo[1,2-a]Pyrazine-6-Carboxylic Acid [1-(N-Hydroxycarbamimidoyl)-Piperidin-4-Ylmethyl]-Amide	-0.02	-2.7	1.06e+00 g/l	492.592	148.64	125.65	50.4	5	8	3	13.15	7.29	1	4	1	true				
small molecule	DB02724	Delta-2-Albomycin A1	-1.7	-2.3	5.30e+00 g/l	1045.828	479.47	261.23	96.99	9	0	0			0	7	0					
small molecule	DB02725	2-Amino-4-(4-Amino-Cyclohexa-2,5-Dienyl)-Butyric Acid	-2.3	-1.7	4.00e+00 g/l	196.2462	89.34	56.02	20.59	4	4	3	2.63	9.74	1	1	1	true				
small molecule	DB02726	2-Phosphoglycolic Acid	-2.3	-0.93	1.84e+01 g/l	156.0313	104.06	25.22	10.67	3	5	3	1.14		-3	0	1	true				
small molecule	DB02727	N-Butyl-N'-Hydroxyguanidine	-0.08	-1.7	2.90e+00 g/l	131.1762	68.14	56.76	14.61	3	4	4	14.82	10.72	1	0	1	true				
small molecule	DB02728	7-Hydroxy-2-Oxo-Chromene-3-Carboxylic Acid Ethyl Ester	2.34	-2.5	8.06e-01 g/l	234.2048	72.83	59.12	22.59	3	3	1	7.67	-7	0	2	1	true				
small molecule	DB02729	SD146	5.59	-5.2	5.38e-03 g/l	822.9084	173.77	237	87.1	12	9	4	9.14	-1.4	0	9	0					
small molecule	DB02730	4-Methylthio-Alpha-D-Mannose	-1.9	0.11	2.69e+02 g/l	210.248	90.15	46.78	20.1	2	5	4	11.32	-3	0	1	1	true				
small molecule	DB02731	Thimerosal	2.15	-1.9	4.63e+00 g/l	382.83	37.3	48.99	21.08	4	2	1	3.62		-1	1	1	true				
small molecule	DB02732	Nicotinamide Adenine Dinucleotide Acetone Adduct	-0.83	-2.7	1.70e+00 g/l	719.4884	338.16	155.73	63.53	13	16	7	-7	5	-1	5	0					
small molecule	DB02733	Purvalanol	3.62	-3.8	6.62e-02 g/l	432.904	125.19	116.36	45.38	8	8	4	3.54	4.46	-1	3	1	true				
small molecule	DB02734	4-Deoxy-D-Mannuronic Acid	-1.7	0.07	2.08e+02 g/l	176.1241	107.22	36.15	14.75	1	6	4	3.3	-3.5	-1	1	1	true				
small molecule	DB02735	2-Amino-3-Oxo-4-Sulfo-Butyric Acid	-2	-1.2	1.18e+01 g/l	199.139	143.99	32.26	14.81	4	7	3	-2.4	6.5	-2	0	1	true				
small molecule	DB02736	Acetamide	-1.1	0.8	3.69e+02 g/l	59.0672	43.09	14.47	5.76	0	1	1	16.75	-1.3	0	0	1	true		-1.26	0.63	
small molecule	DB02738	Adenosine-5'-Pentaphosphate	0.44	-2.1	5.58e+00 g/l	667.1408	372.19	117.56	47.61	12	18	9	0.42	5	-5	3	0					
small molecule	DB02740	3-Indolebutyric Acid	2.38	-2.8	3.56e-01 g/l	203.2371	53.09	57.65	22.03	4	2	2	4.86		-1	2	1	true		2.30		
small molecule	DB02741	CD564	6.38	-6.9	4.81e-05 g/l	386.4828	54.37	115.87	44.76	3	3	1	3.99	-7.5	-1	4	1					
small molecule	DB02742	Kifunensine	-2.5	-0.09	1.90e+02 g/l	232.1907	130.33	47.42	20.45	1	6	5	9.94	-2.8	0	2	1	true				
small molecule	DB02743	Beta-1,4-Galactobioside	-3	0.23	5.86e+02 g/l	342.2965	189.53	68.34	31.19	4	11	8	11.25	-3	0	2	0					
small molecule	DB02744	RPR131247	0.43	-3.8	7.43e-02 g/l	445.515	149.47	121.69	44.04	5	7	4	7.55	12.74	1	4	1	true				
small molecule	DB02745	Uridine	-1.8	-0.26	1.35e+02 g/l	244.2014	119.33	52.57	21.75	2	6	4	9.7	-3	0	2	1	true		-1.98		
small molecule	DB02746	Phthalic Acid	1.22	-1.7	3.12e+00 g/l	166.1308	74.6	40.57	14.95	2	4	2	2.94		-2	1	1	true		0.73	2.76 (at 25 °C)	
small molecule	DB02747	N-(R-Carboxy-Ethyl)-Alpha-(S)-(2-Phenylethyl)Glycyl-L-Arginine-N-Phenylamide	0.48	-4.8	8.86e-03 g/l	483.5832	171.17	144.87	52.34	14	7	7	3.17	11.85	1	2	0					
small molecule	DB02749	Pyromellitic Acid	0.8	-2.6	6.53e-01 g/l	254.1498	149.2	55.08	21.35	4	8	4	1.97		-4	1	1	true			1.87 (at 25 °C)	
small molecule	DB02750	S-(Methylmercury)-L-Cysteine	-2.4	-1.2	2.02e+01 g/l	335.77	63.32	33.22	15.59	4	3	2	1.76	9.21	0	0	1	true				
small molecule	DB02751	N-[Amino(Imino)Methyl]Glycine	-1.8	-1.4	4.19e+00 g/l	117.1066	99.2	36.72	10.45	2	5	4	3.37	12.24	0	0	1	true				
small molecule	DB02752	Tosyl-D-Proline	1.05	-2	2.91e+00 g/l	269.317	74.68	66.42	26.75	2	4	1	3.21		-1	2	1	true				
small molecule	DB02753	Selenoinosine	-1.9	-1	3.13e+01 g/l	331.19	112.13	73	25.91	2	6	4	12.27	1.33	0	3	1	true				
small molecule	DB02754	9-Butyl-8-(3,4,5-Trimethoxybenzyl)-9h-Purin-6-Amine	2.96	-3.8	5.44e-02 g/l	371.4335	97.31	103.92	40.29	8	7	1	18.6	5.07	0	3	1	true				
small molecule	DB02755	1-3 Sugar Ring of Pentamannosyl 6-Phosphate	-2.4	-1.1	5.08e+01 g/l	584.417	315.21	111.62	51.78	9	18	12	1.22	-3.7	-2	3	0					
small molecule	DB02756	1,2,5,6-Tetrahydro-4h-Pyrrolo(3,2,1-Ij)Quinolin-4-One	1.1	-1.2	1.13e+01 g/l	173.2111	20.31	50.61	18.79	0	1	0		-3.5	0	3	1	true				
small molecule	DB02757	Pyrazole	0.03	0.85	4.84e+02 g/l	68.0773	28.68	19.75	6.53	0	1	1	14.63	2.17	0	1	1	true		0.26	2.48 (at 25 °C)	
small molecule	DB02758	Indolylpropionic Acid	2.04	-2.4	7.27e-01 g/l	189.2105	53.09	53.05	20	3	2	2	4.8		-1	2	1	true				
small molecule	DB02759	4-Methylumbelliferyl Chitobiose	-0.81	-2	5.55e+00 g/l	582.5538	222.57	134.57	57.05	8	12	7	11.75	-0.78	0	4	0					
small molecule	DB02760	1,6-Di-O-Phosphono-D-Allitol	-1.7	-1.3	1.62e+01 g/l	342.1316	214.44	60.15	26.01	9	10	8	1.19	-3.5	-4	0	0					
small molecule	DB02761	S-Mercaptocysteine	-2	-1	1.43e+01 g/l	153.223	63.32	33.99	14.3	3	3	3	2.04	8.9	0	0	1	true				
small molecule	DB02762	RU79072	0.65	-2.7	5.52e-01 g/l	250.1473	103.44	58.18	21.4	2	5	2	1.72	-1.7	-2	2	1	true				
small molecule	DB02763	5-Mercapto-2-Nitro-Benzoic Acid	2.16	-3.2	1.16e-01 g/l	199.184	83.12	48.65	17.38	2	4	2	2.19		-2	1	1	true				
small molecule	DB02764	Hexane	4.02	-3.4	3.33e-02 g/l	86.1754	0	29.41	12.3	3	0	0			0	0	1	true		3.90		
small molecule	DB02765	9-Hydroxypropyladenine, R-Isomer	-0.29	-1.6	5.45e+00 g/l	193.2058	89.85	52.21	19.22	2	5	2	15.17	5.12	0	2	1	true				
small molecule	DB02766	(3r)-3-{[(Benzyloxy)Carbonyl]Amino}-2-Oxo-4-Phenylbutane-1-Diazonium	3.46	-4.5	1.03e-02 g/l	324.3538	83.55	109.71	34	8	3	1	7.73	-9	1	2	1	true				
small molecule	DB02767	3-Hydroxy-Myristic Acid	4.69	-3.9	2.99e-02 g/l	244.3703	57.53	69.4	30.86	12	3	2	4.67	-2.8	-1	0	1	true				
small molecule	DB02768	Tert-Butyloxycarbonyl Group	1.54	-0.61	2.50e+01 g/l	102.1317	26.3	26.73	10.93	2	1	0		-6.8	0	0	1	true				
small molecule	DB02770	7-Alpha-D-Ribofuranosyl-2-Aminopurine-5'-Phosphate	-3	-2	3.26e+00 g/l	347.2212	186.07	75.32	29.73	4	10	5	1.23	5.17	-2	3	1	true				
small molecule	DB02771	Dodecane	6.42	-6	1.76e-04 g/l	170.3348	0	57.01	24.83	9	0	0			0	0	1			6.10		
small molecule	DB02772	Sucrose	-2.6	0.38	8.24e+02 g/l	342.2965	189.53	68.77	31.32	5	11	8	11.84	-3	0	2	0			-3.70	12.6	
small molecule	DB02773	(3-Chloro-4-Propoxy-Phenyl)-Acetic Acid	3.21	-3	2.27e-01 g/l	228.672	46.53	57.91	23.12	5	3	1	3.69	-4.9	-1	1	1	true				
small molecule	DB02774	1,3-Propandiol	-1.2	1.05	8.59e+02 g/l	76.0944	40.46	19.42	8.15	2	2	2	15.6	-2.4	0	0	1	true				
small molecule	DB02776	1-Hexadecanosulfonic Acid	4.03	-5.5	8.57e-04 g/l	306.504	54.37	85.74	38.82	15	3	1	-0.59		-1	0	0					
small molecule	DB02777	Diundecyl Phosphatidyl Choline	3.4	-6.8	9.31e-05 g/l	622.8342	108.36	180.18	74.27	32	4	1	1.86	-6.7	0	0	0					
small molecule	DB02778	2,5-Anhydroglucitol-1,6-Biphosphate	-1.5	-1.3	1.60e+01 g/l	324.1163	183.21	56.64	24.63	6	9	6	0.93	-3.6	-4	1	1					
small molecule	DB02779	Dodecane-Trimethylamine	1.26	-7.3	1.17e-05 g/l	228.4372	0	86.58	32.51	11	0	0			1	0	1	true				
small molecule	DB02780	Beta-3-Cysteine	-2.4	-0.94	1.54e+01 g/l	135.185	63.32	33.08	13.34	3	3	3	4	10.56	0	0	1	true				
small molecule	DB02781	4-{(Z)-[2-[3-(Methylsulfanyl)Propanoyl]-5-Oxo-1-(2-Oxoethyl)-1,5-Dihydro-4h-Imidazol-4-Ylidene]Methyl}Benzenolate																				
small molecule	DB02783	4'-Deoxy-4'-Acetylyamino-Pyridoxal-5'-Phosphate	-2.1	-2.2	1.91e+00 g/l	322.2085	158.44	79.46	27.92	8	9	5	1.71	4.99	-3	1	1	true				
small molecule	DB02784	N-[4-(2-{2-[3-(2-Bromo-Acetylamino)-Propionylamino]-3-Hydroxy-Propionylamino}-Ethyl)-Phenyl]-Oxalamic Acid	-0.25	-4	5.45e-02 g/l	487.302	173.93	109.47	44.59	12	7	6	2.79	-2	-1	1	0					
small molecule	DB02785	N-[2(S)-Cyclopentyl-1(R)-Hydroxy-3(R)Methyl]-5-[(2(S)-Tertiary-Butylamino-Carbonyl)-4-(N1-(2)-(N-Methylpiperazinyl)-3-Chloro-Pyrazinyl-5-Carbonyl)-Piperazino]-4(S)-Hydroxy-2(R)-Phenylmethyl-Pentanamide	2.61	-3.8	1.04e-01 g/l	727.336	154.47	199.04	79.44	12	10	4	13.93	6.42	0	5	0					
small molecule	DB02786	2-Anhydro-3-Fluoro-Quinic Acid	-1.2	-0.24	1.09e+02 g/l	192.1418	97.99	39.32	15.43	1	5	4	3.39	-3.3	-1	1	1	true				
small molecule	DB02787	N-Acetylmannosaminitol	-2.2	-0.18	1.48e+02 g/l	225.2396	133.41	50.78	22.14	7	7	7	12.78	7.75	1	0	1					
small molecule	DB02788	S,3-Hydroxybutan-2-One	-0.66	0.73	4.73e+02 g/l	88.1051	37.3	22.39	9.06	1	2	1	13.72	-3.4	0	0	1	true				
small molecule	DB02789	Pregnenolone	4.06	-4.4	1.36e-02 g/l	316.4776	37.3	93.76	38.05	1	2	1	18.2	-1.4	0	4	1	true				
small molecule	DB02790	Phenyl-Uridine-5'-Diphosphate	0.1	-1.9	5.51e+00 g/l	480.2571	201.39	98.57	38.73	8	9	5	1.63	-3.7	-2	3	1	true				
small molecule	DB02791	Tetraphenylphosphonium	6.63	-7.9	4.50e-06 g/l	339.3894	0	107.1	37.57	4	0	0			1	4	1					
small molecule	DB02792	Deglucobalhimycin	1.62	-3.9	1.55e-01 g/l	1303.112	471.57	315.93	125.05	10	20	17	2.99	8.75	1	9	0					
small molecule	DB02793	Isochorismic Acid	0.87	-1.3	1.09e+01 g/l	226.1828	104.06	55.08	20.05	4	6	3	3.31	-3.5	-2	1	1	true				
small molecule	DB02794	N-[5'-O-Phosphono-Ribofuranosyl]-2-[2-Hydroxy-2-[4-[Glutamic Acid]-N-Carbonylphenyl]-3-[2-Amino-4-Hydroxy-Quinazolin-6-Yl]-Propanylamino]-Acetamide	-0.9	-4.2	5.28e-02 g/l	752.6197	353.54	174.93	70.71	17	18	12	1.1	8.16	-3	4	0					
small molecule	DB02795	P-Anisic Acid	1.63	-1.9	2.00e+00 g/l	152.1473	46.53	39.78	14.99	2	3	1	4.37	-4.8	-1	1	1	true		1.96	4.47 (at 25 °C)	
small molecule	DB02796	9-Deazainosine	-1.5	-1.5	8.10e+00 g/l	266.2301	128.56	59.83	24.78	2	7	4	7.95	-1.5	0	3	1	true				
small molecule	DB02797	3-Nitrophenylboronic Acid	0.52	-2.1	1.40e+00 g/l	166.927	86.28	37.93	15.22	2	4	2	8.49	-5.5	0	1	1	true				
small molecule	DB02798	Alpha-Methylene Adenosine Monophosphate	-2.9	-2	3.16e+00 g/l	345.2484	165.84	76.59	30.96	4	9	4	1.41	4.99	-1	3	1	true				
small molecule	DB02799	N-[2-(1-Maleimidyl)Ethyl]-7-Diethylaminocoumarin-3-Carboxamide	1.99	-3.6	9.84e-02 g/l	383.3978	96.02	102.85	40.14	6	5	1	13.66	4.16	0	3	1	true				
small molecule	DB02800	5-Hydroxymethylene-6-Hydrofolic Acid	-1.3	-3.4	2.08e-01 g/l	473.4393	219.04	127.25	45.8	10	13	7	3.38	5.22	-2	3	0					
small molecule	DB02801	2,3 -Anhydro-Quinic Acid	-1.7	0.24	3.03e+02 g/l	174.1513	97.99	39.2	15.35	1	5	4	3.49	-3.2	-1	1	1	true				
small molecule	DB02802	5-Aminocarbonyl-3-Nitrophenyl-Alpha-D-Galactopyranose	-1.3	-1.6	8.34e+00 g/l	344.2741	188.29	76.59	30.9	5	9	5	12.14	-1.5	0	2	1	true				
small molecule	DB02803	3-Phenyl-1,2-Propandiol	0.74	-0.75	2.71e+01 g/l	152.1904	40.46	43.59	16.7	3	2	2	14.2	-2.9	0	1	1	true				
small molecule	DB02804	A-98881	3.99	-4.5	1.76e-02 g/l	583.6741	105.94	164.68	62.17	10	7	3	9.63	2.9	0	5	1					
small molecule	DB02805	1-(3-O-Phosphono-Beta-L-Arabinofuranosyl)Pyrimidine-2,4(1h,3h)-Dione	-1.8	-1.4	1.29e+01 g/l	324.1813	165.86	63.44	26.16	4	8	5	0.87	-3	-2	2	1	true				
small molecule	DB02806	2-Methoxyethanol	-0.78	1.03	8.12e+02 g/l	76.0944	29.46	19.3	8.22	2	2	1	15.12	-2.7	0	0	1	true		-0.77	14.8 (at 25 °C)	
small molecule	DB02807	D-2-Keto-3-Deoxygalactonate	-2.5	0.15	2.55e+02 g/l	180.1559	118.22	37.17	16.49	5	6	5	3.57	-3	-1	0	1	true				
small molecule	DB02808	Trifluorofurnesyl Diphosphate	2.95	-3.7	8.96e-02 g/l	436.2975	113.29	97.66	38.8	12	5	3	1.77		-2	0	1	true				
small molecule	DB02809	Brodimoprim-4,6-Dicarboxylate	0.94	-4.8	8.03e-03 g/l	496.332	177.79	140.09	45.66	12	9	3	3.05	7.16	-1	2	1	true				
small molecule	DB02810	N-(2-Acetamido)Iminodiacetic Acid	-1.6	-0.59	4.91e+01 g/l	190.154	120.93	40.06	16.65	6	6	3	2.31	5.96	-2	0	1	true				
small molecule	DB02811	Diethylphosphono Group	-0.02	-0.34	6.38e+01 g/l	138.1021	35.53	31.03	13.1	4	1	0		-7.8	0	0	1	true				
small molecule	DB02812	(2s,4r)-1-Acetyl-N-[(1s)-4-[(Aminoiminomethyl)Amino]-1-(2-Benzothiazolylcarbonyl)Butyl]-4-Hydroxy-2-Pyrrolidinecarboxamide	0.1	-3.5	1.34e-01 g/l	446.523	161.5	124.04	46.65	8	8	5	12.37	11.72	1	3	1	true				
small molecule	DB02813	2-Acetamido-2-Deoxy-D-Glucono-1,5-Lactone	-2	0.03	2.33e+02 g/l	219.1919	116.09	45.88	20.29	2	5	4	11.6	-1.3	0	1	1	true				
small molecule	DB02814	3'-Deazo-Thiamin Diphosphate	-1.1	-3.5	1.38e-01 g/l	423.318	158.91	94.86	36.48	8	7	3	1.78	9.07	0	2	1	true				
