drugbank_id	name	type	groups	atc_codes	categories	inchikey	inchi	description
DB00391	Sulpiride	small molecule	approved	N05AL01|N05AL07	Antidepressive Agents, Second-Generation|Antipsychotic Agents|Dopamine Antagonists|Antidepressive Agents	InChIKey=BGRJTUBHPOOWDU-UHFFFAOYSA-N	InChI=1S/C15H23N3O4S/c1-3-18-8-4-5-11(18)10-17-15(19)13-9-12(23(16,20)21)6-7-14(13)22-2/h6-7,9,11H,3-5,8,10H2,1-2H3,(H,17,19)(H2,16,20,21)	A dopamine D2-receptor antagonist. It has been used therapeutically as an antidepressant, antipsychotic, and as a digestive aid. (From Merck Index, 11th ed)
DB00392	Ethopropazine	small molecule	approved	N04AA05	Muscarinic Antagonists|Histamine Antagonists|Adrenergic Antagonists|Antidyskinetics	InChIKey=CDOZDBSBBXSXLB-UHFFFAOYSA-N	InChI=1S/C19H24N2S/c1-4-20(5-2)15(3)14-21-16-10-6-8-12-18(16)22-19-13-9-7-11-17(19)21/h6-13,15H,4-5,14H2,1-3H3	Ethopropazine (also known as profenamine hydrochloride) is a medication derived from phenothiazine. It is primarily used as an antidyskinetic to treat parkinsonism. It is sold under the trade names Parsidol in the United States and Parsidan in Canada.
DB00393	Nimodipine	small molecule	approved	C08CA06	Antihypertensive Agents|Vasodilator Agents|Calcium Channel Blockers	InChIKey=UIAGMCDKSXEBJQ-UHFFFAOYSA-N	InChI=1S/C21H26N2O7/c1-12(2)30-21(25)18-14(4)22-13(3)17(20(24)29-10-9-28-5)19(18)15-7-6-8-16(11-15)23(26)27/h6-8,11-12,19,22H,9-10H2,1-5H3	Nimodipine is a 1,4-dihydropyridine calcium channel blocker. It acts primarily on vascular smooth muscle cells by stabilizing voltage-gated L-type calcium channels in their inactive conformation. By inhibiting the influx of calcium in smooth muscle cells, nimodipine prevents calcium-dependent smooth muscle contraction and subsequent vasoconstriction. Compared to other calcium channel blocking agents, nimodipine exhibits greater effects on cerebral circulation than on peripheral circulation. Nimodipine is used to as an adjunct to improve the neurologic outcome following subarachnoid hemorrhage from ruptured intracranial aneurysm. 
DB00394	Beclomethasone	small molecule	approved|investigational	A07EA07|D07AC15|R01AD01|R03BA01	Anti-Arrhythmia Agents|Corticosteroids	InChIKey=KUVIULQEHSCUHY-XYWKZLDCSA-N	InChI=1S/C28H37ClO7/c1-6-23(33)35-15-22(32)28(36-24(34)7-2)16(3)12-20-19-9-8-17-13-18(30)10-11-25(17,4)27(19,29)21(31)14-26(20,28)5/h10-11,13,16,19-21,31H,6-9,12,14-15H2,1-5H3/t16-,19-,20-,21-,25-,26-,27-,28-/m0/s1	"Beclomethasone dipropionate is a prodrug of the free form, Beclomethasone (beclomethasone-17-monopropionate). An anti-inflammatory, synthetic corticosteroid, it is used topically as an anti-inflammatory agent and in aerosol form for the treatment of asthma and allergic rhinitis (seasonal and perennial). Beclometasone dipropionate is also being investigated for oral treatment in mild-to-moderate Crohn's disease of ileal or ileal-right colonic localisation and for ""topical"" use mild-to-moderate graft versus host disease. It is marketed under several brand names such as Qnasl (US) and Rivanase AQ (Canada)."
DB00395	Carisoprodol	small molecule	approved	M03BA02	Muscle Relaxants, Central|Neuromuscular Agents|Muscle Relaxants, Skeletal	InChIKey=OFZCIYFFPZCNJE-UHFFFAOYSA-N	InChI=1S/C12H24N2O4/c1-5-6-12(4,7-17-10(13)15)8-18-11(16)14-9(2)3/h9H,5-8H2,1-4H3,(H2,13,15)(H,14,16)	A centrally acting skeletal muscle relaxant whose mechanism of action is not completely understood but may be related to its sedative actions. It is used as an adjunct in the symptomatic treatment of musculoskeletal conditions associated with painful muscle spasm. (From Martindale, The Extra Pharmacopoeia, 30th ed, p1202)
DB00396	Progesterone	small molecule	approved	G03AC06|G03DA02|G03DA03|G03DA04|L02AB02	Progestins|Contraceptive Agents	InChIKey=RJKFOVLPORLFTN-LEKSSAKUSA-N	InChI=1S/C21H30O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h12,16-19H,4-11H2,1-3H3/t16-,17+,18-,19-,20-,21+/m0/s1	The major progestational steroid that is secreted primarily by the corpus luteum and the placenta. Progesterone acts on the uterus, the mammary glands, and the brain. It is required in embryo implantation, pregnancy maintenance, and the development of mammary tissue for milk production. Progesterone, converted from pregnenolone, also serves as an intermediate in the biosynthesis of gonadal steroid hormones and adrenal corticosteroids. [PubChem]
DB00397	Phenylpropanolamine	small molecule	approved|withdrawn	R01BA01	Sympathomimetics|Appetite Depressants|Adrenergic alpha-Agonists|Nasal Decongestants	InChIKey=DLNKOYKMWOXYQA-VXNVDRBHSA-N	InChI=1S/C9H13NO/c1-7(10)9(11)8-5-3-2-4-6-8/h2-7,9,11H,10H2,1H3/t7-,9-/m1/s1	Phenylpropanolamine has been withdrawn in Canada and the United States. In November 2000, the Food and Drug Administration (FDA) issued a public health advisory against the use of the drug.
DB00398	Sorafenib	small molecule	approved|investigational	L01XE05	Antineoplastic Agents	InChIKey=MLDQJTXFUGDVEO-UHFFFAOYSA-N	InChI=1S/C21H16ClF3N4O3/c1-26-19(30)18-11-15(8-9-27-18)32-14-5-2-12(3-6-14)28-20(31)29-13-4-7-17(22)16(10-13)21(23,24)25/h2-11H,1H3,(H,26,30)(H2,28,29,31)	"Sorafenib (rINN), marketed as Nexavar by Bayer, is a drug approved for the treatment of advanced renal cell carcinoma (primary kidney cancer). It has also received ""Fast Track"" designation by the FDA for the treatment of advanced hepatocellular carcinoma (primary liver cancer), and has since performed well in Phase III trials.
Sorafenib is a small molecular inhibitor of Raf kinase, PDGF (platelet-derived growth factor), VEGF receptor 2 & 3 kinases and c Kit the receptor for Stem cell factor. A growing number of drugs target most of these pathways. The originality of Sorafenib lays in its simultaneous targeting of the Raf/Mek/Erk pathway."
DB00399	Zoledronate	small molecule	approved	M05BA08	Bone Density Conservation Agents|Antihypocalcemic Agents|Antiresorptives|Bisphosphonates	InChIKey=XRASPMIURGNCCH-UHFFFAOYSA-N	InChI=1S/C5H10N2O7P2/c8-5(15(9,10)11,16(12,13)14)3-7-2-1-6-4-7/h1-2,4,8H,3H2,(H2,9,10,11)(H2,12,13,14)	"Zoledronate (zoledronic acid, marketed by Novartis under the trade names Zometa and Reclast) is a bisphosphonate. Zometa is used to prevent skeletal fractures in patients with cancers such as multiple myeloma and prostate cancer. It can also be used to treat hypercalcemia of malignancy and can be helpful for treating pain from bone metastases.

An annual dose of Zoledronate may also prevent recurring fractures in patients with a previous hip fracture.

Zoledronate is a single 5 mg infusion for the treatment of Paget's disease of bone. In 2007, the FDA also approved Reclast for the treatment of postmenopausal osteoporosis."
DB00400	Griseofulvin	small molecule	approved	D01AA08|D01BA01	Antifungal Agents|Anti-Bacterial Agents	InChIKey=DDUHZTYCFQRHIY-RBHXEPJQSA-N	InChI=1S/C17H17ClO6/c1-8-5-9(19)6-12(23-4)17(8)16(20)13-10(21-2)7-11(22-3)14(18)15(13)24-17/h6-8H,5H2,1-4H3/t8-,17+/m1/s1	An antifungal antibiotic. Griseofulvin may be given by mouth in the treatment of tinea infections. [PubChem]
DB00401	Nisoldipine	small molecule	approved	C08CA07	Antihypertensive Agents|Vasodilator Agents|Calcium Channel Blockers	InChIKey=VKQFCGNPDRICFG-UHFFFAOYSA-N	InChI=1S/C20H24N2O6/c1-11(2)10-28-20(24)17-13(4)21-12(3)16(19(23)27-5)18(17)14-8-6-7-9-15(14)22(25)26/h6-9,11,18,21H,10H2,1-5H3	Nisoldipine is a 1,4-dihydropyridine calcium channel blocker. It acts primarily on vascular smooth muscle cells by stabilizing voltage-gated L-type calcium channels in their inactive conformation. By inhibiting the influx of calcium in smooth muscle cells, nisoldipine prevents calcium-dependent smooth muscle contraction and subsequent vasoconstriction. Nisoldipine may be used in alone or in combination with other agents in the management of hypertension. 
DB00402	Eszopiclone	small molecule	approved	N05CF04	Hypnotics and Sedatives	InChIKey=GBBSUAFBMRNDJC-INIZCTEOSA-N	InChI=1S/C17H17ClN6O3/c1-22-6-8-23(9-7-22)17(26)27-16-14-13(19-4-5-20-14)15(25)24(16)12-3-2-11(18)10-21-12/h2-5,10,16H,6-9H2,1H3/t16-/m0/s1	"Eszopiclone, marketed by Sepracor under the brand-name Lunesta, is a nonbenzodiazepine hypnotic agent (viz., a sedative) used as a treatment for insomnia. Eszopiclone is the active stereoisomer of zopiclone, and belongs to the class of drugs known as cyclopyrrones.

Its main selling point is that it is approved by the U.S. Food and Drug Administration for long-term use, unlike almost all other hypnotic sedatives, which are approved only for the relief of short-term (6-8 weeks) insomnia."
DB00403	Ceruletide	small molecule	approved	V04CC04	Diagnostic Agents	InChIKey=YRALAIOMGQZKOW-HYAOXDFASA-N	InChI=1S/C58H73N13O21S2/c1-29(72)49(71-57(87)40(23-31-12-14-33(15-13-31)92-94(89,90)91)68-56(86)43(26-48(78)79)69-52(82)37(16-18-44(59)73)65-51(81)36-17-19-45(74)63-36)58(88)62-28-46(75)64-41(24-32-27-61-35-11-7-6-10-34(32)35)54(84)66-38(20-21-93-2)53(83)70-42(25-47(76)77)55(85)67-39(50(60)80)22-30-8-4-3-5-9-30/h3-15,27,29,36-43,49,61,72H,16-26,28H2,1-2H3,(H2,59,73)(H2,60,80)(H,62,88)(H,63,74)(H,64,75)(H,65,81)(H,66,84)(H,67,85)(H,68,86)(H,69,82)(H,70,83)(H,71,87)(H,76,77)(H,78,79)(H,89,90,91)/t29-,36+,37+,38+,39+,40+,41+,42+,43+,49+/m1/s1	Caerulein is a specific decapeptide similar in action and composition to the natural gastrointestinal peptide hormone cholecystokinin. It stimulates gastric, biliary, and pancreatic secretion; and certain smooth muscle.
DB00404	Alprazolam	small molecule	approved|illicit|investigational	N05BA12	Anti-Anxiety Agents|Hypnotics and Sedatives|GABA Modulators|Benzodiazepines	InChIKey=VREFGVBLTWBCJP-UHFFFAOYSA-N	InChI=1S/C17H13ClN4/c1-11-20-21-16-10-19-17(12-5-3-2-4-6-12)14-9-13(18)7-8-15(14)22(11)16/h2-9H,10H2,1H3	A triazolobenzodiazepine compound with antianxiety and sedative-hypnotic actions, that is efficacious in the treatment of panic disorders, with or without agoraphobia, and in generalized anxiety disorders. (From AMA Drug Evaluations Annual, 1994, p238)
DB00405	Dexbrompheniramine	small molecule	approved	R06AB06	Histamine H1 Antagonists|Histamine Antagonists	InChIKey=ZDIGNSYAACHWNL-HNNXBMFYSA-N	InChI=1S/C16H19BrN2/c1-19(2)12-10-15(16-5-3-4-11-18-16)13-6-8-14(17)9-7-13/h3-9,11,15H,10,12H2,1-2H3/t15-/m0/s1	"Dexbrompheniramine maleate is an antihistamine used to treat allergic conditions such as hay fever or urticaria.
"
DB00406	Gentian Violet	small molecule	approved	D01AE02	Anti-Infective Agents, Local	InChIKey=LGLFFNDHMLKUMI-UHFFFAOYSA-N	InChI=1S/C25H30N3/c1-26(2)22-13-7-19(8-14-22)25(20-9-15-23(16-10-20)27(3)4)21-11-17-24(18-12-21)28(5)6/h7-18H,1-6H3/q+1	A dye that is a mixture of violet rosanilinis with antibacterial, antifungal, and anthelmintic properties. [PubChem]
DB00407	Ardeparin	small molecule	approved|withdrawn	B01AB05|B01AB01	Antithrombins|Heparins	InChIKey=HTTJABKRGRZYRN-UHFFFAOYSA-N	InChI=1S/C26H42N2O37S5/c1-4(30)27-7-9(31)13(6(56-23(7)39)3-55-67(43,44)45)58-26-19(65-70(52,53)54)12(34)16(20(62-26)22(37)38)60-24-8(28-66(40,41)42)15(63-68(46,47)48)14(5(2-29)57-24)59-25-18(64-69(49,50)51)11(33)10(32)17(61-25)21(35)36/h5-20,23-26,28-29,31-34,39H,2-3H2,1H3,(H,27,30)(H,35,36)(H,37,38)(H,40,41,42)(H,43,44,45)(H,46,47,48)(H,49,50,51)(H,52,53,54)	Ardeparin, marketed under the US trade name Normiflo, is a low molecular weight heparin (LMWH) anticoagulant used for the prevention of postoperative venous thrombosis. Ardeparin is derived via peroxide degradation of heparin extracted from porcine intestinal mucosa. Its molecular weight ranges from 2000 to 15,000 with an average molecular weight of 5500 to 6500. Normiflo was withdrawn from the US market in March 2000.
DB00408	Loxapine	small molecule	approved	N05AH01	Antipsychotic Agents|Dopamine Antagonists	InChIKey=XJGVXQDUIWGIRW-UHFFFAOYSA-N	InChI=1S/C18H18ClN3O/c1-21-8-10-22(11-9-21)18-14-12-13(19)6-7-16(14)23-17-5-3-2-4-15(17)20-18/h2-7,12H,8-11H2,1H3	An antipsychotic agent used in schizophrenia. [PubChem]
DB00409	Remoxipride	small molecule	approved|withdrawn	N05AL04	Antipsychotic Agents|Dopamine Antagonists	InChIKey=GUJRSXAPGDDABA-NSHDSACASA-N	InChI=1S/C16H23BrN2O3/c1-4-19-9-5-6-11(19)10-18-16(20)14-13(21-2)8-7-12(17)15(14)22-3/h7-8,11H,4-6,9-10H2,1-3H3,(H,18,20)/t11-/m0/s1	An antipsychotic agent that is specific for dopamine D2 receptors. It has been shown to be effective in the treatment of schizophrenia. [PubChem]
DB00410	Mupirocin	small molecule	approved|investigational	D06AX09|R01AX06	Anti-Bacterial Agents|Protein Synthesis Inhibitors|Antibiotics	InChIKey=MINDHVHHQZYEEK-HBBNESRFSA-N	InChI=1S/C26H44O9/c1-16(13-23(30)33-11-9-7-5-4-6-8-10-22(28)29)12-20-25(32)24(31)19(15-34-20)14-21-26(35-21)17(2)18(3)27/h13,17-21,24-27,31-32H,4-12,14-15H2,1-3H3,(H,28,29)/b16-13+/t17-,18-,19-,20-,21-,24+,25-,26-/m0/s1	"Mupirocin (pseudomonic acid A, or Bactroban or Centany) is an antibiotic originally isolated from Pseudomonas fluorescens. It is used topically, and is primarily effective against Gram-positive bacteria. Mupirocin is bacteriostatic at low concentrations and bactericidal at high concentrations.
Mupirocin has a unique mechanism of action, which is selective binding to bacterial isoleucyl-tRNA synthetase, which halts the incorporation of isoleucine into bacterial proteins. Because this mechanism of action is not shared with any other antibiotic, mupirocin has few problems of antibiotic cross-resistance."
DB00411	Carbachol	small molecule	approved	N07AB01|S01EB02	Cardiotonic Agents|Analgesics, Non-Narcotic|Cholinergic Agonists|Miotics	InChIKey=AIXAANGOTKPUOY-UHFFFAOYSA-N	InChI=1S/C6H14N2O2.ClH/c1-8(2,3)4-5-10-6(7)9;/h4-5H2,1-3H3,(H-,7,9);1H	A slowly hydrolyzed cholinergic agonist that acts at both muscarinic and nicotinic receptors. [PubChem]
DB00412	Rosiglitazone	small molecule	approved|investigational	A10BG02		InChIKey=YASAKCUCGLMORW-UHFFFAOYNA-N	InChI=1/C18H19N3O3S/c1-21(16-4-2-3-9-19-16)10-11-24-14-7-5-13(6-8-14)12-15-17(22)20-18(23)25-15/h2-9,15H,10-12H2,1H3,(H,20,22,23)	Rosiglitazone is an anti-diabetic drug in the thiazolidinedione class of drugs. It is marketed by the pharmaceutical company GlaxoSmithKline as a stand-alone drug (Avandia) and in combination with metformin (Avandamet) or with glimepiride (Avandaryl). Like other thiazolidinediones, the mechanism of action of rosiglitazone is by activation of the intracellular receptor class of the peroxisome proliferator-activated receptors (PPARs), specifically PPARγ. Rosiglitazone is a selective ligand of PPARγ, and has no PPARα-binding action. Apart from its effect on insulin resistance, it appears to have an anti-inflammatory effect: nuclear factor kappa-B (NFκB) levels fall and inhibitor (IκB) levels increase in patients on rosiglitazone. Recent research has suggested that rosiglitazone may also be of benefit to a subset of patients with Alzheimer's disease not expressing the ApoE4 allele. This is the subject of a clinical trial currently underway.
DB00413	Pramipexole	small molecule	approved|investigational	N04BC05	Antioxidants|Antiparkinson Agents|Dopamine Agonists|Antidyskinetics	InChIKey=FASDKYOPVNHBLU-ZETCQYMHSA-N	InChI=1S/C10H17N3S/c1-2-5-12-7-3-4-8-9(6-7)14-10(11)13-8/h7,12H,2-6H2,1H3,(H2,11,13)/t7-/m0/s1	Pramipexole is a medication indicated for treating Parkinson's disease and restless legs syndrome (RLS). It is also sometimes used off-label as a treatment for cluster headache or to counteract the problems with low libido experienced by some users of SSRI antidepressant drugs. Pramipexole has shown robust effects on pilot studies in bipolar disorder. Pramipexole is classified as a non-ergoline dopamine agonist.
DB00414	Acetohexamide	small molecule	withdrawn	A10BB31	Hypoglycemic Agents|Antidiabetic Agents	InChIKey=VGZSUPCWNCWDAN-UHFFFAOYSA-N	InChI=1S/C15H20N2O4S/c1-11(18)12-7-9-14(10-8-12)22(20,21)17-15(19)16-13-5-3-2-4-6-13/h7-10,13H,2-6H2,1H3,(H2,16,17,19)	A sulfonylurea hypoglycemic agent that is metabolized in the liver to 1-hydrohexamide. Acetohexamide has been discontinued in the US market. 
DB00415	Ampicillin	small molecule	approved	J01CA01|J01CA02|J01CA06|J01CA14|J01CA15|S01AA19	Anti-Bacterial Agents|Penicillins	InChIKey=AVKUERGKIZMTKX-NJBDSQKTSA-N	InChI=1S/C16H19N3O4S/c1-16(2)11(15(22)23)19-13(21)10(14(19)24-16)18-12(20)9(17)8-6-4-3-5-7-8/h3-7,9-11,14H,17H2,1-2H3,(H,18,20)(H,22,23)/t9-,10-,11+,14-/m1/s1	Semi-synthetic derivative of penicillin that functions as an orally active broad-spectrum antibiotic. [PubChem]
DB00416	Metocurine Iodide	small molecule	withdrawn	M03AA04		InChIKey=DIGFQJFCDPKEPF-OIUSMDOTSA-L	InChI=1S/C40H48N2O6.2HI/c1-41(2)17-15-27-22-34(44-6)36-24-30(27)31(41)19-25-9-12-29(13-10-25)47-40-38-28(23-37(45-7)39(40)46-8)16-18-42(3,4)32(38)20-26-11-14-33(43-5)35(21-26)48-36;;/h9-14,21-24,31-32H,15-20H2,1-8H3;2*1H/q+2;;/p-2/t31-,32+;;/m0../s1	Metocurine iodide is a benzylisoquinolinium competitive nondepolarizing neuromuscular blocking agent. It is used as an anesthesia adjunct to induce skeletal muscle relaxation and to reduce the intensity of muscle contractions in convulsive therapy Metocurine iodide has a moderate risk of inducing histamine release and has some ganglion blocking activity. Metocurine iodide can be used most advantageously if muscle twitch response to peripheral nerve stimulation is monitored to assess degree of muscle relaxation. Metocurine Iodide is no longer available on the US market. 
DB00417	Penicillin V	small molecule	approved	J01CE02|J01CE10	Anti-Bacterial Agents|Penicillins	InChIKey=BPLBGHOLXOTWMN-MBNYWOFBSA-N	InChI=1S/C16H18N2O5S/c1-16(2)12(15(21)22)18-13(20)11(14(18)24-16)17-10(19)8-23-9-6-4-3-5-7-9/h3-7,11-12,14H,8H2,1-2H3,(H,17,19)(H,21,22)/t11-,12+,14-/m1/s1	"Penicillin V is narrow spectrum antibiotic used to treat mild to moderate infections caused by susceptible bacteria. It is a natural penicillin antibiotic that is administered orally. Penicillin V may also be used in some cases as prophylaxis against susceptible organisms.
 
Natural penicillins are considered the drugs of choice for several infections caused by susceptible gram positive aerobic organisms, such as <i>Streptococcus pneumoniae</i>, groups A, B, C and G streptococci, nonenterococcal group D streptococci, viridans group streptococci, and non-penicillinase producing staphylococcus. Aminoglycosides may be added for synergy against group B streptococcus (<i>S. agalactiae</i>), <i>S. viridans</i>, and <i>Enterococcus faecalis</i>. The natural penicillins may also be used as first or second line agents against susceptible gram positive aerobic bacilli such as <i>Bacillus anthracis</i>, <i>Corynebacterium diphtheriae</i>, and <i>Erysipelothrix rhusiopathiae</i>. Natural penicillins have limited activity against gram negative organisms; however, they may be used in some cases to treat infections caused by <i>Neisseria meningitidis</i> and <i>Pasteurella</i>. They are not generally used to treat anaerobic infections. Resistance patterns, susceptibility and treatment guidelines vary across regions. "
DB00418	Secobarbital	small molecule	approved	N05CA06	Hypnotics and Sedatives|Adjuvants, Anesthesia|GABA Modulators|Barbiturates|Adjuvants	InChIKey=KQPKPCNLIDLUMF-UHFFFAOYSA-N	InChI=1S/C12H18N2O3/c1-4-6-8(3)12(7-5-2)9(15)13-11(17)14-10(12)16/h5,8H,2,4,6-7H2,1,3H3,(H2,13,14,15,16,17)	Secobarbital (marketed by Eli Lilly and Company under the brand names Seconal® and Tuinal) is a barbiturate derivative drug. It possesses anaesthetic, anticonvulsant, sedative and hypnotic properties. In the United Kingdom, it was known as Quinalbarbitone.
DB00419	Miglustat	small molecule	approved	A16AX06	Enzyme Inhibitors	InChIKey=UQRORFVVSGFNRO-UTINFBMNSA-N	InChI=1S/C10H21NO4/c1-2-3-4-11-5-8(13)10(15)9(14)7(11)6-12/h7-10,12-15H,2-6H2,1H3/t7-,8+,9-,10-/m1/s1	Miglustat is a drug used to treat Gaucher disease. It inhibits the enzyme glucosylceramide synthase, an essential enzyme for the synthesis of most glycosphingolipids. It is only used for patients who cannot be treated with enzyme replacement therapy with imiglucerase. Miglustat is marketed under the trade name Zavesca. Miglustat is now the first and only approved therapy for patients with Niemann-Pick disease type C (NP-C). It has recently been approved for treatment of progressive neurological symptoms in adult and pediatric patients in the European Union, Brazil, and South Korea. Miglustat was first developed as an anti-HIV agent in the 1990s. However, clinical experience with miglustat showed that therapeutic levels of the drug could not be achieved in patients without a high incidence of adverse effect.
